Symbol,Date,Close
BNS,6/17/2016,50.02
BNS,6/20/2016,50.8
BNS,6/21/2016,50.89
BNS,6/22/2016,50.54
BNS,6/23/2016,51.39
BNS,6/24/2016,49.26
BNS,6/27/2016,48.04
BNS,6/28/2016,48.94
BNS,6/29/2016,49.76
BNS,6/30/2016,49.01
BNS,7/1/2016,49.41
BNS,7/5/2016,48.65
BNS,7/6/2016,48.7
BNS,7/7/2016,48.32
BNS,7/8/2016,48.6
BNS,7/11/2016,48.74
BNS,7/12/2016,49.58
BNS,7/13/2016,50.05
BNS,7/14/2016,50.55
BNS,7/15/2016,50.76
BNS,7/18/2016,50.61
BNS,7/19/2016,50.35
BNS,7/20/2016,50.49
BNS,7/21/2016,50.25
BNS,7/22/2016,50.23
BNS,7/25/2016,49.77
BNS,7/26/2016,50.23
BNS,7/27/2016,50.28
BNS,7/28/2016,50.44
BNS,7/29/2016,50.77
BNS,8/1/2016,49.96
BNS,8/2/2016,50.12
BNS,8/3/2016,50.25
BNS,8/4/2016,50.28
BNS,8/5/2016,50.36
BNS,8/8/2016,50.65
BNS,8/9/2016,50.98
BNS,8/10/2016,51.09
BNS,8/11/2016,51.59
BNS,8/12/2016,51.53
BNS,8/15/2016,51.69
BNS,8/16/2016,51.75
BNS,8/17/2016,51.89
BNS,8/18/2016,52.09
BNS,8/19/2016,51.65
BNS,8/22/2016,51.47
BNS,8/23/2016,52.21
BNS,8/24/2016,53.06
BNS,8/25/2016,53.25
BNS,8/26/2016,53
BNS,8/29/2016,52.86
BNS,8/30/2016,53.46
BNS,8/31/2016,53.22
BNS,9/1/2016,53.62
BNS,9/2/2016,54.33
BNS,9/6/2016,54.95
BNS,9/7/2016,54.79
BNS,9/8/2016,54.39
BNS,9/9/2016,53.48
BNS,9/12/2016,53.35
BNS,9/13/2016,52.09
BNS,9/14/2016,52.18
BNS,9/15/2016,53.26
BNS,9/16/2016,52.9
BNS,9/19/2016,53.01
BNS,9/20/2016,53.31
BNS,9/21/2016,53.97
BNS,9/22/2016,54.44
BNS,9/23/2016,53.49
BNS,9/26/2016,53.26
BNS,9/27/2016,53.09
BNS,9/28/2016,53.99
BNS,9/29/2016,53.66
BNS,9/30/2016,52.99
BNS,10/3/2016,52.97
BNS,10/4/2016,52.63
BNS,10/5/2016,52.95
BNS,10/6/2016,52.78
BNS,10/7/2016,52.32
BNS,10/10/2016,52.83
BNS,10/11/2016,52.77
BNS,10/12/2016,52.81
BNS,10/13/2016,53.17
BNS,10/14/2016,53.42
BNS,10/17/2016,53.4
BNS,10/18/2016,53.93
BNS,10/19/2016,54
BNS,10/20/2016,53.72
BNS,10/21/2016,53.46
BNS,10/24/2016,53.62
BNS,10/25/2016,53.77
BNS,10/26/2016,53.63
BNS,10/27/2016,53.96
BNS,10/28/2016,53.85
BNS,10/31/2016,53.76
BNS,11/1/2016,53.79
BNS,11/2/2016,53.27
BNS,11/3/2016,53.51
BNS,11/4/2016,52.89
BNS,11/7/2016,53.68
BNS,11/8/2016,54.28
BNS,11/9/2016,53.52
BNS,11/10/2016,53.2
BNS,11/11/2016,52.45
BNS,11/14/2016,51.58
BNS,11/15/2016,52.37
BNS,11/16/2016,52.52
BNS,11/17/2016,53.04
BNS,11/18/2016,53.28
BNS,11/21/2016,54.2
BNS,11/22/2016,54.02
BNS,11/23/2016,53.82
BNS,11/25/2016,53.94
BNS,11/28/2016,53.94
BNS,11/29/2016,54.88
BNS,11/30/2016,55.25
BNS,12/1/2016,55.64
BNS,12/2/2016,56.01
BNS,12/5/2016,55.99
BNS,12/6/2016,56.2
BNS,12/7/2016,57.11
BNS,12/8/2016,57.76
BNS,12/9/2016,58.32
BNS,12/12/2016,58.28
BNS,12/13/2016,58.7
BNS,12/14/2016,57.69
BNS,12/15/2016,57.34
BNS,12/16/2016,56.94
BNS,12/19/2016,56.69
BNS,12/20/2016,56.81
BNS,12/21/2016,56.55
BNS,12/22/2016,56.48
BNS,12/23/2016,56.19
BNS,12/27/2016,56.3
BNS,12/28/2016,56.22
BNS,12/29/2016,55.83
BNS,12/30/2016,55.68
BNS,1/3/2017,56.38
BNS,1/4/2017,57.44
BNS,1/5/2017,57.79
BNS,1/6/2017,57.88
BNS,1/9/2017,57.69
BNS,1/10/2017,58.18
BNS,1/11/2017,58.95
BNS,1/12/2017,58.78
BNS,1/13/2017,59.11
BNS,1/17/2017,58.74
BNS,1/18/2017,57.66
BNS,1/19/2017,57.64
BNS,1/20/2017,58.07
BNS,1/23/2017,58.45
BNS,1/24/2017,59.24
BNS,1/25/2017,59.9
BNS,1/26/2017,60.01
BNS,1/27/2017,59.88
BNS,1/30/2017,59.64
BNS,1/31/2017,59.78
BNS,2/1/2017,59.73
BNS,2/2/2017,59.7
BNS,2/3/2017,60.18
BNS,2/6/2017,59.78
BNS,2/7/2017,60.06
BNS,2/8/2017,60.44
BNS,2/9/2017,60.73
BNS,2/10/2017,61.36
BNS,2/13/2017,61.57
BNS,2/14/2017,61.76
BNS,2/15/2017,62.34
BNS,2/16/2017,62.69
BNS,2/17/2017,62.47
BNS,2/21/2017,62.29
BNS,2/22/2017,62.2
BNS,2/23/2017,62.26
BNS,2/24/2017,61.29
BNS,2/27/2017,60.96
BNS,2/28/2017,58.19
BNS,3/1/2017,59.06
BNS,3/2/2017,58.7
BNS,3/3/2017,59.8
BNS,3/6/2017,59.78
BNS,3/7/2017,59.62
BNS,3/8/2017,58.88
BNS,3/9/2017,58.56
BNS,3/10/2017,58.66
BNS,3/13/2017,59.28
BNS,3/14/2017,58.61
BNS,3/15/2017,58.75
BNS,3/16/2017,58.8
BNS,3/17/2017,58.37
BNS,3/20/2017,57.87
BNS,3/21/2017,57.1
BNS,3/22/2017,57.71
BNS,3/23/2017,57.99
BNS,3/24/2017,58.14
BNS,3/27/2017,58.59
BNS,3/28/2017,59.03
BNS,3/29/2017,59.47
BNS,3/30/2017,59.55
BNS,3/31/2017,58.57
BNS,4/3/2017,58.33
BNS,4/4/2017,58.24
BNS,4/5/2017,58.18
BNS,4/6/2017,58.7
BNS,4/7/2017,58.24
BNS,4/10/2017,58.27
BNS,4/11/2017,58.09
BNS,4/12/2017,57.83
BNS,4/13/2017,57.01
BNS,4/17/2017,57.95
BNS,4/18/2017,57.24
BNS,4/19/2017,56.65
BNS,4/20/2017,56.98
BNS,4/21/2017,56.89
BNS,4/24/2017,57.73
BNS,4/25/2017,57.79
BNS,4/26/2017,56.87
BNS,4/27/2017,55.32
BNS,4/28/2017,55.63
BNS,5/1/2017,55.4
BNS,5/2/2017,55.21
BNS,5/3/2017,55.13
BNS,5/4/2017,54.65
BNS,5/5/2017,56.19
BNS,5/8/2017,55.95
BNS,5/9/2017,55.29
BNS,5/10/2017,55.98
BNS,5/11/2017,55.36
BNS,5/12/2017,54.9
BNS,5/15/2017,55.48
BNS,5/16/2017,55.68
BNS,5/17/2017,54.5
BNS,5/18/2017,54.66
BNS,5/19/2017,55.79
BNS,5/22/2017,56.01
BNS,5/23/2017,56.36
BNS,5/24/2017,56.37
BNS,5/25/2017,56.16
BNS,5/26/2017,56.4
BNS,5/30/2017,56.87
BNS,5/31/2017,56.49
BNS,6/1/2017,56.73
BNS,6/2/2017,56.8
BNS,6/5/2017,56.95
BNS,6/6/2017,56.99
BNS,6/7/2017,56.73
BNS,6/8/2017,57.64
BNS,6/9/2017,58.38
BNS,6/12/2017,58.38
BNS,6/13/2017,58.66
BNS,6/14/2017,58.41
BNS,6/15/2017,58.49
BNS,6/16/2017,59
BNS,6/19/2017,59.47
BNS,6/20/2017,59.41
BNS,6/21/2017,59.31
BNS,6/22/2017,60.2
BNS,6/23/2017,59.93
BNS,6/26/2017,59.92
BNS,6/27/2017,60.15
BNS,6/28/2017,61.06
BNS,6/29/2017,60.29
BNS,6/30/2017,60.13
BNS,7/3/2017,60.82
BNS,7/5/2017,60.69
BNS,7/6/2017,60.44
BNS,7/7/2017,60.78
BNS,7/10/2017,60.87
BNS,7/11/2017,60.85
BNS,7/12/2017,61.75
BNS,7/13/2017,61.7
BNS,7/14/2017,62.02
BNS,7/17/2017,61.67
BNS,7/18/2017,61.8
BNS,7/19/2017,62.12
BNS,7/20/2017,62.22
BNS,7/21/2017,62.05
BNS,7/24/2017,62.49
BNS,7/25/2017,62.44
BNS,7/26/2017,62.24
BNS,7/27/2017,61.79
BNS,7/28/2017,62.36
BNS,7/31/2017,62.31
BNS,8/1/2017,62.03
BNS,8/2/2017,62.18
BNS,8/3/2017,62.01
BNS,8/4/2017,61.87
BNS,8/7/2017,61.7
BNS,8/8/2017,61.63
BNS,8/9/2017,61.41
BNS,8/10/2017,60.5
BNS,8/11/2017,60.4
BNS,8/14/2017,60.89
BNS,8/15/2017,60.97
BNS,8/16/2017,61.33
BNS,8/17/2017,61.04
BNS,8/18/2017,61.23
BNS,8/21/2017,61.38
BNS,8/22/2017,61.34
BNS,8/23/2017,61.6
BNS,8/24/2017,61.88
BNS,8/25/2017,62.21
BNS,8/28/2017,61.91
BNS,8/29/2017,61.75
BNS,8/30/2017,61.59
BNS,8/31/2017,62.14
BNS,9/1/2017,62.7
BNS,9/5/2017,61.91
BNS,9/6/2017,62.64
BNS,9/7/2017,62.69
BNS,9/8/2017,62.7
BNS,9/11/2017,63.32
BNS,9/12/2017,63.29
BNS,9/13/2017,63.21
BNS,9/14/2017,63.45
BNS,9/15/2017,63.17
BNS,9/18/2017,62.74
BNS,9/19/2017,63
BNS,9/20/2017,63.22
BNS,9/21/2017,64.31
BNS,9/22/2017,64.63
BNS,9/25/2017,64.4
BNS,9/26/2017,64.13
BNS,9/27/2017,64.07
BNS,9/28/2017,64.37
BNS,9/29/2017,64.25
BNS,10/2/2017,63.88
BNS,10/3/2017,64.34
BNS,10/4/2017,64.71
BNS,10/5/2017,64.42
BNS,10/6/2017,64.21
BNS,10/9/2017,63.85
BNS,10/10/2017,64.55
BNS,10/11/2017,64.95
BNS,10/12/2017,64.4
BNS,10/13/2017,64.6
BNS,10/16/2017,64.45
BNS,10/17/2017,64.43
BNS,10/18/2017,64.71
BNS,10/19/2017,64.82
BNS,10/20/2017,64.15
BNS,10/23/2017,64.27
BNS,10/24/2017,64.65
BNS,10/25/2017,64.25
BNS,10/26/2017,64.28
BNS,10/27/2017,64.59
BNS,10/30/2017,64.61
BNS,10/31/2017,64.52
BNS,11/1/2017,64.59
BNS,11/2/2017,65.33
BNS,11/3/2017,65.53
BNS,11/6/2017,65.82
BNS,11/7/2017,65.53
BNS,11/8/2017,65.8
BNS,11/9/2017,65.94
BNS,11/10/2017,65.59
BNS,11/13/2017,65.34
BNS,11/14/2017,65.29
BNS,11/15/2017,65.16
BNS,11/16/2017,65.85
BNS,11/17/2017,66.26
BNS,11/20/2017,66.28
BNS,11/21/2017,65.82
BNS,11/22/2017,66.15
BNS,11/24/2017,66.16
BNS,11/27/2017,65.44
BNS,11/28/2017,63.81
BNS,11/29/2017,63.58
BNS,11/30/2017,63.25
BNS,12/1/2017,64.45
BNS,12/4/2017,64.24
BNS,12/5/2017,63.9
BNS,12/6/2017,63.91
BNS,12/7/2017,64.43
BNS,12/8/2017,65
BNS,12/11/2017,64.74
BNS,12/12/2017,64.57
BNS,12/13/2017,64.72
BNS,12/14/2017,64.65
BNS,12/15/2017,63.83
BNS,12/18/2017,64.16
BNS,12/19/2017,63.98
BNS,12/20/2017,64.06
BNS,12/21/2017,64.66
BNS,12/22/2017,64.7
BNS,12/26/2017,64.71
BNS,12/27/2017,64.64
BNS,12/28/2017,65.08
BNS,12/29/2017,64.53
BNS,1/2/2018,65.14
BNS,1/3/2018,65.1
BNS,1/4/2018,65.52
BNS,1/5/2018,66.49
BNS,1/8/2018,66.43
BNS,1/9/2018,66.45
BNS,1/10/2018,65.86
BNS,1/11/2018,65.82
BNS,1/12/2018,65.81
BNS,1/16/2018,65.51
BNS,1/17/2018,65.67
BNS,1/18/2018,65.76
BNS,1/19/2018,65.59
BNS,1/22/2018,66.09
BNS,1/23/2018,66.04
BNS,1/24/2018,66.35
BNS,1/25/2018,66.21
BNS,1/26/2018,66.31
BNS,1/29/2018,66.08
BNS,1/30/2018,66.26
BNS,1/31/2018,66.49
BNS,2/1/2018,65.83
BNS,2/2/2018,64.39
BNS,2/5/2018,62.29
BNS,2/6/2018,62.49
BNS,2/7/2018,61.77
BNS,2/8/2018,60.46
BNS,2/9/2018,60.79
BNS,2/12/2018,61.09
BNS,2/13/2018,61.03
BNS,2/14/2018,62.18
BNS,2/15/2018,62.05
BNS,2/16/2018,61.52
BNS,2/20/2018,61.03
BNS,2/21/2018,61.51
BNS,2/22/2018,61.23
BNS,2/23/2018,61.89
BNS,2/26/2018,62.37
BNS,2/27/2018,62.53
BNS,2/28/2018,61.96
BNS,3/1/2018,61.81
BNS,3/2/2018,61.22
BNS,3/5/2018,60.87
BNS,3/6/2018,61.55
BNS,3/7/2018,61.59
BNS,3/8/2018,62.05
BNS,3/9/2018,63.02
BNS,3/12/2018,62.91
BNS,3/13/2018,62.67
BNS,3/14/2018,63.24
BNS,3/15/2018,62.89
BNS,3/16/2018,62.85
BNS,3/19/2018,63.01
BNS,3/20/2018,62.63
BNS,3/21/2018,63.25
BNS,3/22/2018,62.33
BNS,3/23/2018,61.57
BNS,3/26/2018,61.6
BNS,3/27/2018,60.91
BNS,3/28/2018,60.73
BNS,3/29/2018,61.7
BNS,4/2/2018,60.26
BNS,4/3/2018,60.52
BNS,4/4/2018,60.19
BNS,4/5/2018,60.99
BNS,4/6/2018,60.35
BNS,4/9/2018,60.88
BNS,4/10/2018,61.55
BNS,4/11/2018,61.31
BNS,4/12/2018,61.04
BNS,4/13/2018,60.66
BNS,4/16/2018,60.83
BNS,4/17/2018,60.85
BNS,4/18/2018,60.87
BNS,4/19/2018,60.32
BNS,4/20/2018,60.28
BNS,4/23/2018,60.32
BNS,4/24/2018,60.44
BNS,4/25/2018,60.46
BNS,4/26/2018,61.04
BNS,4/27/2018,61.72
BNS,4/30/2018,61.46
BNS,5/1/2018,61.36
BNS,5/2/2018,61.42
BNS,5/3/2018,61.22
BNS,5/4/2018,61.39
BNS,5/7/2018,61.55
BNS,5/8/2018,61.46
BNS,5/9/2018,62.18
BNS,5/10/2018,62.69
BNS,5/11/2018,62.57
BNS,5/14/2018,62.84
BNS,5/15/2018,62.56
BNS,5/16/2018,63.11
BNS,5/17/2018,62.95
BNS,5/18/2018,62.35
BNS,5/21/2018,62.65
BNS,5/22/2018,62.69
BNS,5/23/2018,62.56
BNS,5/24/2018,62.26
BNS,5/25/2018,61.79
BNS,5/29/2018,59.13
BNS,5/30/2018,60.43
BNS,5/31/2018,60.33
BNS,6/1/2018,59.38
BNS,6/4/2018,59.45
BNS,6/5/2018,58.85
BNS,6/6/2018,59.02
BNS,6/7/2018,58.68
BNS,6/8/2018,59.01
BNS,6/11/2018,58.42
BNS,6/12/2018,58.15
BNS,6/13/2018,58.58
BNS,6/14/2018,58.06
BNS,6/15/2018,57.68
BNS,6/18/2018,57.7
BNS,6/19/2018,57.13
BNS,6/20/2018,57.31
BNS,6/21/2018,57.71
BNS,6/22/2018,57.99
BNS,6/25/2018,57.05
BNS,6/26/2018,56.96
BNS,6/27/2018,56.56
BNS,6/28/2018,56.6
BNS,6/29/2018,57.22
BNS,7/2/2018,56.17
BNS,7/3/2018,56.37
BNS,7/5/2018,57.02
BNS,7/6/2018,57.29
BNS,7/9/2018,57.33
BNS,7/10/2018,57.33
BNS,7/11/2018,56.81
BNS,7/12/2018,57.32
BNS,7/13/2018,57.35
BNS,7/16/2018,57.79
BNS,7/17/2018,57.69
BNS,7/18/2018,57.72
BNS,7/19/2018,57.43
BNS,7/20/2018,57.91
BNS,7/23/2018,57.81
BNS,7/24/2018,58.13
BNS,7/25/2018,58.76
BNS,7/26/2018,58.45
BNS,7/27/2018,58.66
BNS,7/30/2018,58.9
BNS,7/31/2018,59.25
BNS,8/1/2018,59.29
BNS,8/2/2018,59.15
BNS,8/3/2018,59.25
BNS,8/6/2018,59.09
BNS,8/7/2018,58.49
BNS,8/8/2018,58.87
BNS,8/9/2018,59.02
BNS,8/10/2018,58.13
BNS,8/13/2018,58.01
BNS,8/14/2018,58.77
BNS,8/15/2018,58.1
BNS,8/16/2018,58.21
BNS,8/17/2018,59.29
BNS,8/20/2018,59.54
BNS,8/21/2018,59.4
BNS,8/22/2018,59.99
BNS,8/23/2018,59.54
BNS,8/24/2018,59.74
BNS,8/27/2018,60.46
BNS,8/28/2018,59.44
BNS,8/29/2018,58.84
BNS,8/30/2018,58.38
BNS,8/31/2018,57.9
BNS,9/4/2018,57.07
BNS,9/5/2018,56.89
BNS,9/6/2018,57.23
BNS,9/7/2018,56.91
BNS,9/10/2018,56.93
BNS,9/11/2018,57.68
BNS,9/12/2018,57.68
BNS,9/13/2018,57.77
BNS,9/14/2018,57.86
BNS,9/17/2018,58.37
BNS,9/18/2018,59.03
BNS,9/19/2018,59.41
BNS,9/20/2018,60.15
BNS,9/21/2018,60.37
BNS,9/24/2018,60.08
BNS,9/25/2018,59.69
BNS,9/26/2018,59.61
BNS,9/27/2018,59.58
BNS,9/28/2018,59.63
BNS,10/1/2018,59.47
BNS,10/2/2018,58.84
BNS,10/3/2018,58.73
BNS,10/4/2018,58.08
BNS,10/5/2018,58.11
BNS,10/8/2018,57.92
BNS,10/9/2018,57.54
BNS,10/10/2018,56.61
BNS,10/11/2018,55.29
BNS,10/12/2018,55.01
BNS,10/15/2018,54.75
BNS,10/16/2018,55.44
BNS,10/17/2018,55.47
BNS,10/18/2018,54.61
BNS,10/19/2018,54.23
BNS,10/22/2018,54.09
BNS,10/23/2018,54.04
BNS,10/24/2018,52.98
BNS,10/25/2018,53.66
BNS,10/26/2018,53.45
BNS,10/29/2018,52.94
BNS,10/30/2018,53.38
BNS,10/31/2018,53.71
BNS,11/1/2018,54.01
BNS,11/2/2018,54.27
BNS,11/5/2018,54.14
BNS,11/6/2018,54.21
BNS,11/7/2018,54.16
BNS,11/8/2018,54.28
BNS,11/9/2018,53.59
